META; english/premier-league/chelsea-v-crystal-palace; 2017-03-06 00:16:34 GMT+2; 2017-04-01 15:00; e70300-dr003
Crystal Palace; 11; 9; 10; 11; 11; 10; 12; 9; 10; 10; 11; 10; 10; 12; 9; 11; 45/4; 10; 21/2; 45/4; 25/2; 9; 21/2; 11; 21/2; ; ; 58/5; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-29 16:15:28 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 2/7; 3/10; 3/10; 2/7; 3/10; 3/10; 3/10; 2/7; 3/10; 3/10; 2/7; 2/7; 2/7; 3/10; 30/100; 2/7; 3/11; 1/4; ; 3/11; 29/100; 3/10; ; 3/10; 2/7; ; ; 3/10; 3/10
Draw; 4; 4; 4; 4; 4; 17/4; 9/2; 9/2; 9/2; 4; 4; 15/4; 17/4; 4; 17/4; 4; 79/17; 9/2; ; 79/17; 5; 9/2; ; 4; 19/4; ; ; 9/2; 24/5
Crystal Palace; 11; 9; 10; 11; 12; 10; 12; 9; 10; 10; 11; 10; 10; 12; 9; 11; 23/2; 10; ; 23/2; 25/2; 10; ; 11; 21/2; ; ; 58/5; 57/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-29 20:15:22 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 3/10; 2/7; 2/7; 1/4; 1/4; 1/4; 30/100; 2/7; 3/11; 1/4; 1/4; 3/11; 29/100; 3/10; 5/18; 2/7; 3/10; ; ; 1/4; 3/10
Draw; 17/4; 4; 17/4; 4; 4; 17/4; 9/2; 9/2; 9/2; 17/4; 4; 4; 9/2; 9/2; 17/4; 4; 79/17; 9/2; 23/5; 79/17; 5; 9/2; 19/4; 17/4; 63/13; ; ; 23/5; 24/5
Crystal Palace; 12; 10; 11; 11; 12; 10; 14; 9; 10; 11; 11; 11; 12; 12; 9; 11; 23/2; 10; 21/2; 23/2; 25/2; 10; 21/2; 11; 11; ; ; 12; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-30 00:15:30 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 3/10; 2/7; 3/10; 2/7; 2/7; 1/4; 1/4; 1/4; 2/7; 2/7; 3/11; 1/4; 1/4; 3/11; 29/100; 3/10; 5/18; 2/7; 3/10; ; ; 2/7; 3/10
Draw; 17/4; 4; 17/4; 4; 17/4; 17/4; 22/5; 9/2; 9/2; 17/4; 17/4; 4; 9/2; 9/2; 9/2; 4; 47/10; 9/2; 23/5; 47/10; 5; 9/2; 19/4; 17/4; 63/13; ; ; 9/2; 24/5
Crystal Palace; 12; 10; 11; 11; 12; 10; 12; 9; 10; 11; 11; 11; 12; 12; 10; 11; 23/2; 10; 21/2; 23/2; 25/2; 10; 21/2; 11; 11; ; ; 12; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-30 00:24:54 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 3/10; 2/7; 3/10; 2/7; 2/7; 1/4; 1/4; 1/4; 2/7; 2/7; 3/11; 1/4; 1/4; 3/11; 29/100; 3/10; 5/18; 2/7; 3/10; ; ; 2/7; 3/10
Draw; 17/4; 4; 17/4; 4; 17/4; 17/4; 22/5; 9/2; 9/2; 17/4; 17/4; 4; 9/2; 9/2; 9/2; 4; 47/10; 9/2; 23/5; 47/10; 5; 9/2; 19/4; 17/4; 63/13; ; ; 23/5; 24/5
Crystal Palace; 12; 10; 11; 11; 12; 10; 12; 9; 10; 11; 11; 11; 12; 12; 10; 11; 23/2; 10; 21/2; 23/2; 25/2; 10; 21/2; 11; 11; ; ; 63/5; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-30 01:45:26 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 3/10; 2/7; 3/10; 2/7; 2/7; 1/4; 1/4; 1/4; 2/7; 2/7; 3/11; 1/4; 1/4; 3/11; 29/100; 3/10; 5/18; 2/7; 3/10; ; ; 2/7; 3/10
Draw; 17/4; 4; 17/4; 4; 17/4; 17/4; 22/5; 9/2; 9/2; 17/4; 17/4; 4; 9/2; 9/2; 9/2; 4; 47/10; 9/2; 23/5; 47/10; 5; 9/2; 19/4; 17/4; 63/13; ; ; 9/2; 24/5
Crystal Palace; 12; 10; 11; 11; 12; 10; 12; 9; 10; 11; 11; 11; 12; 12; 10; 11; 23/2; 10; 21/2; 23/2; 25/2; 10; 21/2; 11; 11; ; ; 63/5; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-30 03:45:29 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 3/10; 2/7; 3/10; 2/7; 2/7; 1/4; 1/4; 1/4; 2/7; 2/7; 3/11; 1/4; 1/4; ; 29/100; 3/10; 5/18; 2/7; 3/10; ; ; 2/7; 
Draw; 17/4; 4; 17/4; 4; 17/4; 17/4; 22/5; 9/2; 9/2; 17/4; 17/4; 4; 9/2; 9/2; 9/2; 4; 47/10; 9/2; 23/5; ; 5; 9/2; 19/4; 17/4; 63/13; ; ; 9/2; 
Crystal Palace; 12; 10; 11; 11; 12; 10; 12; 9; 10; 11; 11; 11; 12; 12; 10; 11; 23/2; 10; 21/2; ; 25/2; 10; 21/2; 11; 11; ; ; 12; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-30 04:15:23 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 3/10; 2/7; 3/10; 2/7; 2/7; 1/4; 1/4; 1/4; 2/7; 2/7; 3/11; 1/4; 1/4; 3/11; 29/100; 3/10; 5/18; 2/7; 3/10; ; ; 2/7; 3/10
Draw; 17/4; 4; 17/4; 4; 17/4; 17/4; 22/5; 9/2; 9/2; 17/4; 17/4; 4; 9/2; 9/2; 9/2; 4; 47/10; 9/2; 23/5; 47/10; 5; 9/2; 19/4; 17/4; 63/13; ; ; 23/5; 24/5
Crystal Palace; 12; 10; 11; 11; 12; 10; 12; 9; 10; 11; 11; 11; 12; 12; 10; 11; 23/2; 10; 21/2; 23/2; 25/2; 10; 21/2; 11; 11; ; ; 12; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-30 08:18:38 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 2/7; 2/7; 1/4; 1/4; 2/7; 2/7; 2/7; 3/11; 1/4; 1/4; 3/11; 29/100; 3/10; 5/18; 2/7; 3/10; ; ; 2/7; 3/10
Draw; 17/4; 4; 17/4; 4; 17/4; 17/4; 19/4; 9/2; 9/2; 17/4; 17/4; 4; 9/2; 9/2; 9/2; 4; 47/10; 9/2; 23/5; 47/10; 5; 9/2; 19/4; 17/4; 63/13; ; ; 23/5; 24/5
Crystal Palace; 12; 10; 11; 11; 12; 10; 12; 9; 10; 11; 11; 11; 12; 11; 10; 11; 23/2; 10; 21/2; 23/2; 25/2; 10; 21/2; 11; 11; ; ; 58/5; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-30 11:45:27 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 2/7; 2/7; 1/4; 1/4; 2/7; 2/7; 2/7; 3/11; 1/4; 1/4; 3/11; 29/100; 3/10; 5/18; 2/7; 3/10; ; ; 2/7; 3/10
Draw; 17/4; 4; 17/4; 4; 17/4; 17/4; 19/4; 9/2; 9/2; 17/4; 17/4; 4; 9/2; 9/2; 9/2; 4; 47/10; 9/2; 23/5; 47/10; 5; 9/2; 19/4; 17/4; 63/13; ; ; 23/5; 24/5
Crystal Palace; 12; 10; 11; 11; 12; 10; 12; 9; 10; 11; 11; 11; 12; 11; 10; 11; 23/2; 10; 21/2; 23/2; 25/2; 10; 21/2; 11; 11; ; ; 58/5; 57/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-30 12:15:28 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 2/7; 2/7; 1/4; 1/4; 2/7; 2/7; 2/7; 3/11; 1/4; 1/4; 3/11; 29/100; 3/10; 5/18; 2/7; 3/10; ; ; 2/7; 3/10
Draw; 17/4; 4; 17/4; 4; 17/4; 17/4; 19/4; 9/2; 9/2; 17/4; 17/4; 4; 9/2; 9/2; 9/2; 4; 47/10; 9/2; 23/5; 47/10; 5; 9/2; 19/4; 17/4; 63/13; ; ; 23/5; 24/5
Crystal Palace; 12; 10; 11; 11; 12; 10; 12; 9; 10; 11; 11; 11; 12; 11; 10; 11; 23/2; 10; 21/2; 23/2; 25/2; 10; 21/2; 11; 11; ; ; 58/5; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-30 13:45:28 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 2/7; 2/7; 1/4; 1/4; 2/7; 2/7; 2/7; 3/11; 1/4; 1/4; 3/11; 2/7; 3/10; 5/18; 2/7; 3/10; ; ; 2/7; 3/10
Draw; 17/4; 4; 17/4; 4; 17/4; 17/4; 19/4; 9/2; 9/2; 17/4; 17/4; 4; 9/2; 9/2; 9/2; 4; 47/10; 9/2; 23/5; 47/10; 5; 9/2; 19/4; 17/4; 63/13; ; ; 23/5; 24/5
Crystal Palace; 12; 10; 11; 11; 12; 10; 12; 9; 10; 11; 11; 11; 12; 11; 10; 11; 23/2; 10; 21/2; 23/2; 13; 10; 21/2; 11; 11; ; ; 58/5; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-30 17:45:46 GMT+3; 2017-04-01 15:00; e70300-dr003
Jonathan Kodjia; ; 7/2; ; 7/2; 7/2; ; ; 4; ; ; ; ; 7/2; 7/2; ; 7/2; 4; ; 4; ; ; 7/2; 4; ; 4; ; ; ; 
Scott Hogan; ; 9/2; ; 9/2; 9/2; ; ; 4; ; ; ; ; 9/2; 9/2; ; 4; 41/10; ; 4; 41/10; ; 9/2; 41/10; ; 41/10; ; ; ; 
Cameron Jerome; ; 9/2; ; 9/2; 9/2; ; ; 11/2; ; ; ; ; 9/2; 9/2; ; 5; 11/2; ; 28/5; 11/2; ; 9/2; 23/4; ; 23/4; ; ; ; 
Nelson Oliveira; ; 6; ; 6; 6; ; ; 6; ; ; ; ; 6; 6; ; 6; 25/4; ; 13/2; ; ; 6; 13/2; ; 13/2; ; ; ; 
Gabriel Agbonlahor; ; 7; ; 7; 7; ; ; 7; ; ; ; ; 7; 7; ; 13/2; 6; ; 6; ; ; 7; 6; ; 6; ; ; ; 
Keinan Davis; ; 7; ; 7; 7; ; ; 7; ; ; ; ; 7; 7; ; 13/2; 6; ; 6; ; ; 7; 6; ; 6; ; ; ; 
Steven Naismith; ; 15/2; ; 15/2; 7; ; ; 13/2; ; ; ; ; 7; 15/2; ; 7; 29/4; ; 15/2; 29/4; ; 15/2; 15/2; ; 15/2; ; ; ; 
Jacob Murphy; ; 7; ; 7; 7; ; ; 13/2; ; ; ; ; 8; 7; ; 7; 8; ; 8; 8; ; 7; 8; ; 8; ; ; ; 
No Goalscorer; ; 17/2; ; 17/2; 15/2; ; ; 7; ; ; ; ; 7; 13/2; ; 15/2; 27/4; ; ; 27/4; ; ; ; ; ; ; ; ; 
Albert Adomah; ; 8; ; 8; 8; ; ; 9; ; ; ; ; 7; 8; ; 8; 7; ; 7; ; ; 8; 7; ; 7; ; ; ; 
Birkir Bjarnason; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; 9; 9; ; ; 9; ; 9; ; ; ; 
Corey Taylor; ; 8; ; 8; 8; ; ; ; ; ; ; ; 9; ; ; 8; ; ; ; ; ; 8; ; ; ; ; ; ; 
Henri Lansbury; ; 8; ; 8; 8; ; ; 9; ; ; ; ; 9; 8; ; 17/2; 17/2; ; 9; ; ; 8; 9; ; 9; ; ; ; 
Kyle Lafferty; ; 8; ; 8; 15/2; ; ; 13/2; ; ; ; ; 9; 8; ; 7; 13/2; ; 13/2; ; ; 8; 13/2; ; 13/2; ; ; ; 
Wes Hoolahan; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; 19/2; 19/2; ; ; 19/2; ; 19/2; ; ; ; 
Jack Grealish; ; 10; ; 10; 10; ; ; 9; ; ; ; ; 8; 10; ; 9; 29/4; ; 15/2; 29/4; ; 10; 15/2; ; 15/2; ; ; ; 
Yanic Wildschut; ; 17/2; ; 9; 8; ; ; 13/2; ; ; ; ; 10; 17/2; ; 15/2; 15/2; ; 8; 15/2; ; 9; 8; ; 8; ; ; ; 
Andre Green; ; 10; ; 10; 10; ; ; 10; ; ; ; ; 11; 10; ; 9; 31/4; ; 8; ; ; 10; 8; ; 8; ; ; ; 
Conor Hourihane; ; 11; ; 11; 10; ; ; 9; ; ; ; ; 10; 11; ; 10; 9; ; 9; ; ; 11; 9; ; 9; ; ; ; 
Leandro Bacuna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/2; ; 23/2; 23/2; ; ; 23/2; ; 23/2; ; ; ; 
Matthew Jarvis; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/2; ; 23/2; ; ; ; 23/2; ; 23/2; ; ; ; 
Alex Pritchard; ; 12; ; 12; 12; ; ; 12; ; ; ; ; 10; 12; ; 11; 10; ; 21/2; ; ; 12; 21/2; ; 21/2; ; ; ; 
James Maddison; ; 12; ; 12; 12; ; ; ; ; ; ; ; 11; 12; ; 10; 17/2; ; 17/2; ; ; 12; 17/2; ; 17/2; ; ; ; 
Gary Gardner; ; 14; ; 14; 14; ; ; 12; ; ; ; ; 12; 14; ; 12; 19/2; ; 19/2; ; ; 14; 19/2; ; 19/2; ; ; ; 
Graham Dorrans; ; 9; ; 9; 10; ; ; 14; ; ; ; ; 8; 9; ; 10; 23/2; ; 23/2; ; ; 9; 23/2; ; 23/2; ; ; ; 
Jonny Howson; ; 11; ; 11; 12; ; ; 14; ; ; ; ; 10; 11; ; 12; 25/2; ; 13; ; ; 11; 13; ; 13; ; ; ; 
Josh Murphy; ; 16; ; 16; 16; ; ; 14; ; ; ; ; 14; 16; ; 14; 23/2; ; 12; ; ; 16; 12; ; 12; ; ; ; 
Mile Jedinak; ; 16; ; 16; 14; ; ; 12; ; ; ; ; 14; 16; ; 14; 13; ; 13; 13; ; 16; 13; ; 13; ; ; ; 
Louis Thompson; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 18; ; 18; 18; ; ; 18; ; 18; ; ; ; 
Youssouf Mulumbu; ; 18; ; 20; 20; ; ; 22; ; ; ; ; 18; 18; ; 20; 22; ; 23; ; ; 20; 23; ; 23; ; ; ; 
Alexander Tettey; ; 22; ; 25; 20; ; ; 16; ; ; ; ; 22; 22; ; 20; 23; ; 23; ; ; 25; 23; ; 23; ; ; ; 
Jordan Amavi; ; 14; ; 14; 16; ; ; 25; ; ; ; ; 12; 14; ; 16; 17; ; 17; ; ; 14; 17; ; 17; ; ; ; 
Steven Whittaker; ; 22; ; 25; 25; ; ; 25; ; ; ; ; 22; 22; ; 25; 30; ; 31; ; ; 25; 31; ; 31; ; ; ; 
Ben Godfrey; ; 28; ; 33; 28; ; ; 25; ; ; ; ; 28; 28; ; 25; 22; ; 23; ; ; 35; 23; ; 23; ; ; ; 
Micah Richards; ; 33; ; 33; 33; ; ; 25; ; ; ; ; 33; 33; ; 28; 31; ; 32; ; ; 35; 32; ; 32; ; ; ; 
Tommy Elphick; ; 33; ; 33; 33; ; ; 25; ; ; ; ; 33; 33; ; 28; 31; ; 32; ; ; 35; 32; ; 32; ; ; ; 
Mitchell Dijks; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 37; ; 38; ; ; ; 38; ; 38; ; ; ; 
Ivo Pinto; ; 40; ; 40; 40; ; ; 40; ; ; ; ; 40; 40; ; 40; 31; ; 31; 31; ; 40; 31; ; 31; ; ; ; 
James Bree; ; 40; ; 40; 40; ; ; 40; ; ; ; ; 40; 40; ; 40; 32; ; 32; ; ; 40; 32; ; 32; ; ; ; 
James Chester; ; 28; ; 33; 33; ; ; 40; ; ; ; ; 28; 28; ; 33; 32; ; 32; ; ; 35; 32; ; 32; ; ; ; 
Nathan Baker; ; 33; ; 33; 33; ; ; 40; ; ; ; ; 33; 33; ; 33; 39; ; 40; 39; ; 35; 40; ; 40; ; ; ; 
Ryan Bennett; ; 40; ; 40; 40; ; ; 33; ; ; ; ; 40; 40; ; 33; 31; ; 31; ; ; 40; 31; ; 31; ; ; ; 
Alan Hutton; ; 50; ; 50; 50; ; ; 50; ; ; ; ; 50; 50; ; 50; 40; ; 40; 40; ; 50; 40; ; 40; ; ; ; 
Neil Taylor; ; 40; ; 40; 40; ; ; 50; ; ; ; ; 40; 40; ; 33; 25; ; 26; ; ; 40; 26; ; 26; ; ; ; 
Russell Martin; ; 50; ; 50; 40; ; ; 33; ; ; ; ; 50; 50; ; 40; 25; ; 26; ; ; 50; 26; ; 26; ; ; ; 
Sebastien Bassong; ; 40; ; 40; 40; ; ; 50; ; ; ; ; 40; 40; ; 40; 37; ; 38; ; ; 40; 38; ; 38; ; ; ; 
Timm Klose; ; 40; ; 40; 40; ; ; 50; ; ; ; ; 40; 40; ; 40; 30; ; 31; ; ; 40; 31; ; 31; ; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-30 20:15:23 GMT+3; 2017-04-03 18:00; e70300-dr003
Djurgaarden 1-0; 6; ; ; ; 6; 11/2; 13/2; 6; 6; 6; 6; 6; ; 6; 6; ; 13/2; 23/4; 13/2; 13/2; ; 59/10; 13/2; 6; 13/2; ; ; 31/5; 
Draw 1-1; 11/2; ; ; ; 11/2; 5; 6; 6; 11/2; 11/2; 11/2; 11/2; ; 6; 11/2; ; 25/4; 6; 13/2; 25/4; ; 61/10; 13/2; 11/2; 13/2; ; ; 32/5; 
Djurgaarden 2-0; 15/2; ; ; ; 15/2; 7; 8; 8; 15/2; 15/2; 15/2; 15/2; ; 15/2; 15/2; ; 8; 31/4; 8; 8; ; 73/10; 8; 7; 8; ; ; 43/5; 
Djurgaarden 2-1; 15/2; ; ; ; 7; 13/2; 15/2; 15/2; 15/2; 7; 7; 13/2; ; 15/2; 15/2; ; 8; 29/4; 8; 8; ; 15/2; 8; 13/2; 8; ; ; 38/5; 
Draw 0-0; 10; ; ; ; 9; 9; 17/2; 15/2; 9; 9; 9; 9; ; 10; 9; ; 31/4; 7; 9; 31/4; ; 10; 9; ; 9; ; ; 48/5; 
Sirius 1-0; 11; ; ; ; 10; 19/2; 11; 11; 10; 11; 11; 10; ; 10; 10; ; 21/2; 10; 12; 21/2; ; 11; 12; 10; 12; ; ; 58/5; 
Sirius 2-1; 12; ; ; ; 12; 11; 13; 13; 12; 12; 12; 11; ; 12; 12; ; 51/4; 25/2; 14; 51/4; ; 13; 14; 12; 14; ; ; 73/5; 
Djurgaarden 3-1; 14; ; ; ; 12; 12; 14; 14; 14; 12; 14; 12; ; 14; 12; ; 29/2; 27/2; 14; 29/2; ; 14; 14; 12; 14; ; ; 31/2; 
Djurgaarden 3-0; 14; ; ; ; 14; 14; 15; 14; 14; 14; 14; 12; ; 14; 12; ; 29/2; 13; 13; 29/2; ; 14; 13; 14; 13; ; ; 15; 
Draw 2-2; 14; ; ; ; 14; 12; 15; 13; 14; 12; 12; 12; ; 14; 12; ; 31/2; 29/2; 15; 31/2; ; 16; 15; 12; 15; ; ; 15; 
Sirius 2-0; 20; ; ; ; 20; 16; 22; 22; 22; 22; 22; 18; ; 20; 18; ; 20; 20; 21; 20; ; 25; 21; 20; 21; ; ; 24; 
Djurgaarden 3-2; 25; ; ; ; 25; 20; 25; 25; 28; 22; 25; 18; ; 25; 22; ; 101/4; 25; 26; 101/4; ; 30; 26; 22; 26; ; ; 29; 
Djurgaarden 4-0; 33; ; ; ; 28; 25; 35; 35; 33; 28; 33; 25; ; 28; 25; ; 121/4; 28; 26; 121/4; ; 35; 26; 33; 26; ; ; ; 
Djurgaarden 4-1; 33; ; ; ; 28; 25; 30; 35; 33; 28; 33; 22; ; 28; 25; ; 121/4; 28; 27; 121/4; ; 35; 27; 28; 27; ; ; ; 
Any Other Score; ; ; ; ; ; ; ; 25; 40; ; ; ; ; ; ; ; ; 20; ; ; ; 25; ; 33; ; ; ; ; 
Sirius 3-1; 33; ; ; ; 33; 28; 33; 35; 33; 33; 33; 25; ; 28; 28; ; 125/4; 35; 35; 125/4; ; 40; 35; 33; 35; ; ; 48; 
Sirius 3-2; 40; ; ; ; 40; 28; 40; 40; 40; 33; 40; 28; ; 35; 33; ; 149/4; 40; 45; 149/4; ; 50; 45; 33; 45; ; ; 53; 
Djurgaarden 4-2; 50; ; ; ; 50; 50; 60; 60; 66; 50; 50; 33; ; 45; 50; ; 197/4; 66; 55; 197/4; ; 70; 55; 40; 55; ; ; ; 
Sirius 3-0; 40; ; ; ; 50; 50; 60; 70; 50; 50; 55; 33; ; 45; 50; ; 89/2; 66; 50; 89/2; ; 60; 50; 50; 50; ; ; 88; 
Draw 3-3; 50; ; ; ; 66; 50; 75; 60; 66; 50; 55; 33; ; 66; 50; ; 217/4; 66; 70; 217/4; ; 80; 70; 50; 70; ; ; 84; 
Djurgaarden 5-0; 66; ; ; ; 80; 80; 90; 100; 100; 80; 80; 50; ; 90; 80; ; 125/2; ; 66; 125/2; ; ; 66; 66; 66; ; ; ; 
Djurgaarden 5-1; 66; ; ; ; 80; 66; 90; 100; 100; 75; 70; 40; ; 80; 66; ; 123/2; ; 66; 123/2; ; ; 66; 66; 66; ; ; ; 
Sirius 4-1; 80; ; ; ; 80; 80; 110; 150; 100; 100; 90; 50; ; 100; 80; ; 71; 125; 100; 71; ; 150; 100; 80; 100; ; ; ; 
Djurgaarden 5-2; 100; ; ; ; 100; 80; 150; 175; ; 100; 100; 50; ; 100; 100; ; 161/2; ; 125; 161/2; ; ; 125; ; 125; ; ; ; 
Sirius 4-2; 80; ; ; ; 100; 80; 150; 150; 100; 100; 100; 50; ; 100; 100; ; 77; 125; 130; 77; ; 180; 130; 80; 130; ; ; ; 
Djurgaarden 4-3; 100; ; ; ; 100; 80; 175; 125; ; 100; 100; 50; ; 100; 80; ; 161/2; 200; 140; 161/2; ; 190; 140; ; 140; ; ; ; 
Sirius 6-2; ; ; ; ; 200; ; 225; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sirius 4-3; 150; ; ; ; 150; 150; 225; 225; ; 150; 125; 66; ; 150; 150; ; 183/2; 250; 250; 183/2; ; 200; 250; ; 250; ; ; ; 
Sirius 6-3; ; ; ; ; 250; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sirius 7-2; ; ; ; ; 250; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sirius 4-0; 125; ; ; ; 125; 150; 175; 275; 100; 150; 125; 66; ; 150; 150; ; 337/4; 250; 140; 337/4; ; 200; 140; 100; 140; ; ; ; 
Djurgaarden 6-1; 150; ; ; ; 150; 150; 200; 325; ; 175; 125; 66; ; 200; 200; ; ; ; 180; ; ; ; 180; ; 180; ; ; ; 
Djurgaarden 6-2; 300; ; ; ; 200; ; 375; ; ; 250; 150; 80; ; 300; ; ; ; ; 350; ; ; ; 350; ; 350; ; ; ; 
Djurgaarden 5-3; 250; ; ; ; 200; 200; 400; 375; ; 225; 150; 66; ; 250; 250; ; ; ; 375; ; ; ; 375; ; 375; ; ; ; 
Djurgaarden 6-0; 150; ; ; ; 150; 200; 200; 400; 100; 175; 150; 66; ; 200; 200; ; ; ; 180; ; ; ; 180; 100; 180; ; ; ; 
Djurgaarden 6-3; ; ; ; ; 250; ; ; ; ; 400; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Djurgaarden 7-2; ; ; ; ; 250; ; ; ; ; 450; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw 4-4; 300; ; ; ; 200; 250; 450; 350; ; 250; 150; 80; ; 250; ; ; ; 250; 400; ; ; 200; 400; ; 400; ; ; ; 
Djurgaarden 10-0; ; ; ; ; 500; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Djurgaarden 5-4; ; ; ; ; 300; ; ; 500; ; 400; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Djurgaarden 7-0; ; ; ; ; 250; ; 275; 500; ; 375; 200; ; ; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Djurgaarden 7-1; ; ; ; ; 250; ; 275; 500; ; 375; 200; ; ; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Djurgaarden 8-0; ; ; ; ; 300; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Djurgaarden 8-1; ; ; ; ; 300; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Djurgaarden 9-0; ; ; ; ; 400; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sirius 10-0; ; ; ; ; 500; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sirius 5-0; 500; ; ; ; 200; ; 225; 500; 100; 350; 200; ; ; 300; ; ; ; ; ; ; ; ; ; 125; ; ; ; ; 
Sirius 5-1; 300; ; ; ; 200; ; 375; 500; 100; 275; 150; ; ; 300; ; ; ; ; 350; ; ; ; 350; 125; 350; ; ; ; 
Sirius 5-2; 350; ; ; ; 250; ; 275; 500; ; 275; 150; ; ; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sirius 5-3; ; ; ; ; 250; ; 275; 500; ; 350; 200; ; ; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sirius 5-4; ; ; ; ; 300; ; ; 500; ; 475; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sirius 6-0; ; ; ; ; 200; ; 225; 500; 100; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 125; ; ; ; ; 
Sirius 6-1; ; ; ; ; 250; ; 275; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sirius 7-0; ; ; ; ; 250; ; 275; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sirius 7-1; ; ; ; ; 250; ; 275; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sirius 8-0; ; ; ; ; 200; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sirius 8-1; ; ; ; ; 250; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sirius 9-0; ; ; ; ; 300; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-31 00:16:39 GMT+3; 2017-04-02 14:30; e70300-dr003
