META; english/premier-league/leicester-v-stoke; 2017-03-07 00:16:40 GMT+2; 2017-04-01 15:00; e70300-dr003
Swansea 4-2; 66; 66; 75; 66; ; 50; 70; 100; 80; 66; 66; 50; 70; 80; 50; 50; 59; 80; 60; 59; ; 90; 60; 80; 60; ; ; ; 
Draw 3-3; 66; 80; 75; 80; ; 50; 75; 125; 100; 66; 70; 50; 80; 90; 50; 66; 251/4; 100; 70; 251/4; ; 100; 70; 80; 70; ; ; ; 
Middlesbrough 4-1; 100; 100; 125; 100; ; 80; 110; 175; 100; 100; 100; 80; 125; 100; 80; 80; 299/4; 150; 90; 299/4; ; 170; 90; 150; 90; ; ; ; 
Swansea 5-0; 80; 80; ; 125; ; 80; 110; 175; 100; 100; 90; 80; 125; 100; 80; 80; 147/2; ; 75; 147/2; ; ; 75; 100; 75; ; ; ; 
Swansea 5-1; 80; 100; ; 125; ; 80; 110; 225; 100; 100; 90; 66; 125; 100; 80; 80; 147/2; ; 80; 147/2; ; ; 80; 125; 80; ; ; ; 
Middlesbrough 4-0; 150; 150; 175; 125; ; 150; 175; 275; 100; 150; 125; 100; 150; 150; 150; 100; 169/2; 250; 110; 169/2; ; 240; 110; 200; 110; ; ; ; 
Middlesbrough 4-2; 125; 150; 150; 125; ; 100; 150; 325; 100; 125; 100; 80; 125; 150; 100; 100; 333/4; 150; 125; 333/4; ; 210; 125; 200; 125; ; ; ; 
Swansea 4-3; 150; 200; 175; 125; ; 100; 175; 375; ; 125; 125; 100; 150; 150; 100; 125; 357/4; 250; 150; 357/4; ; 260; 150; 200; 150; ; ; ; 
Swansea 5-2; 150; 200; ; 200; ; 150; 175; 425; ; 150; 125; 100; 150; 200; 125; 125; 183/2; ; 150; 183/2; ; ; 150; 250; 150; ; ; ; 
Draw 4-4; ; 250; 250; 200; ; ; 325; 500; ; 275; 150; ; 200; 300; ; 200; ; 250; 300; ; ; 350; 300; ; 300; ; ; ; 
Draw 5-5; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 10-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 10-1; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 11-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 4-3; 250; 200; 225; 150; ; 200; 250; 500; ; 175; 150; 100; 150; 250; 200; 150; ; 250; 225; ; ; 350; 225; 250; 225; ; ; ; 
Middlesbrough 5-0; ; 250; ; 500; ; ; 350; 500; 100; 375; 200; ; 200; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 5-1; 500; 250; ; 300; ; ; 325; 500; 100; 300; 150; ; 200; 300; ; 200; ; ; 300; ; ; ; 300; ; 300; ; ; ; 
Middlesbrough 5-2; ; 250; ; 500; ; ; 350; 500; ; 325; 200; ; 200; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 5-3; ; 250; ; ; ; ; 350; 500; ; 400; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 5-4; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 6-0; ; 250; ; 500; ; ; 225; 500; 100; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 6-1; ; 250; ; 500; ; ; 225; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 6-2; ; 250; ; 500; ; ; 225; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 6-3; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 6-4; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 6-5; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 7-0; ; ; ; ; ; ; 225; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 7-1; ; ; ; ; ; ; 225; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 7-2; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 7-3; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 7-4; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 8-0; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 8-1; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 8-2; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 8-3; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 9-0; ; ; ; ; ; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 9-1; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Middlesbrough 9-2; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 10-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 10-1; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 11-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 5-3; 500; 250; ; ; ; ; 300; 500; ; 275; 150; ; 200; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 5-4; ; ; ; ; ; ; ; 500; ; 475; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 6-0; 300; 250; ; 250; ; ; 250; 500; 100; 225; 150; 100; 150; 250; ; 200; ; ; 225; ; ; ; 225; 250; 225; ; ; ; 
Swansea 6-1; 300; 250; ; 250; ; ; 250; 500; ; 225; 150; 100; 175; 250; 250; 200; ; ; 225; ; ; ; 225; 250; 225; ; ; ; 
Swansea 6-2; ; 250; ; 500; ; ; 350; 500; ; 325; 200; ; 200; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 6-3; ; ; ; ; ; ; ; 500; ; 475; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 6-4; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 6-5; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 7-0; ; ; ; 500; ; ; 350; 500; ; 450; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 7-1; ; ; ; 500; ; ; 350; 500; ; 450; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 7-2; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 7-3; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 7-4; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 8-0; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 8-1; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 8-2; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 8-3; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 9-0; ; ; ; ; ; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 9-1; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Swansea 9-2; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-26 12:15:32 GMT+2; 2017-04-01 16:00; e70300-dr003
Lazio; 8/11; 3/4; 4/5; 4/5; 3/4; 3/4; 4/5; 5/6; 8/11; 3/4; 8/11; 3/4; 3/4; 3/4; 4/5; 4/5; 14/19; 3/4; 8/11; 14/19; 21/25; 3/4; 11/14; 3/4; 4/5; ; 4/6; ; 8/11
Draw; 13/5; 11/4; 14/5; 11/4; 11/4; 14/5; 14/5; 5/2; 14/5; 14/5; 27/10; 14/5; 14/5; 27/10; 11/4; 11/4; 45/17; 27/10; 11/4; 45/17; 14/5; 45/17; 11/4; 13/5; 11/4; ; 12/5; ; 14/5
Sassuolo; 15/4; 7/2; 17/5; 16/5; 19/5; 18/5; 7/2; 13/5; 7/2; 16/5; 16/5; 10/3; 7/2; 18/5; 10/3; 10/3; 38/11; 17/5; 3; 38/11; 19/5; 16/5; 13/4; 7/2; 13/4; ; 3; ; 7/2
META; english/premier-league/leicester-v-stoke; 2017-03-26 16:15:45 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 1; 1; 19/20; 19/20; 19/20; 20/21; 19/20; 21/20; 28/29; 19/20; 1; 19/20; ; ; 1; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 9/4; 5/2; 12/5; 5/2; 5/2; 12/5; 40/17; 12/5; 12/5; 40/17; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 12/5; 
Stoke; 11/4; 14/5; 14/5; 14/5; 3; 3; 31/10; 11/4; 14/5; 3; 27/10; 14/5; 29/10; 29/10; 14/5; 29/10; 58/19; 14/5; 3; 58/19; 31/10; 56/19; 3; 14/5; 3; ; ; 3; 
META; english/premier-league/leicester-v-stoke; 2017-03-26 20:15:47 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 1; 19/20; 1; 1; 19/20; 19/20; 19/20; 20/21; 19/20; 21/20; 28/29; 19/20; 1; 19/20; ; ; 1; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 40/17; 12/5; 12/5; 40/17; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 12/5; 
Stoke; 11/4; 14/5; 14/5; 14/5; 3; 3; 31/10; 11/4; 14/5; 3; 27/10; 14/5; 29/10; 29/10; 14/5; 29/10; 58/19; 14/5; 3; 58/19; 31/10; 56/19; 3; 14/5; 3; ; ; 3; 
META; english/premier-league/leicester-v-stoke; 2017-03-27 00:15:19 GMT+2; ; e70300-dr003
Poland; ; 1/4; ; ; ; ; 1/4; 3/10; ; ; ; ; 4/6; 3/10; ; ; ; ; ; 5/18; ; ; ; ; ; ; 1/5; ; 
Denmark; ; 5; ; ; ; ; 5; 11/2; ; ; ; ; 16/5; 11/2; ; ; ; ; ; 11/2; ; ; ; ; ; ; 23/5; ; 
Montenegro; ; 8; ; ; ; ; 8; 15/2; ; ; ; ; 5; 15/2; ; ; ; ; ; 7; ; ; ; ; ; ; 33/5; ; 
Romania; ; 11; ; ; ; ; 12; 9; ; ; ; ; 7; 10; ; ; ; ; ; 11; ; ; ; ; ; ; 17/2; ; 
Armenia; ; 250; ; ; ; ; 250; 175; ; ; ; ; 250; 175; ; ; ; ; ; 200; ; ; ; ; ; ; 47; ; 
Kazakhstan; ; ; ; ; ; ; ; 500; ; ; ; ; ; 500; ; ; ; ; ; 600; ; ; ; ; ; ; 47; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-27 12:02:12 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 1; 19/20; 1; 1; 19/20; 19/20; 19/20; 20/21; 19/20; 21/20; 28/29; 19/20; 1; 19/20; ; ; 1; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 40/17; 12/5; 12/5; 40/17; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 12/5; 
Stoke; 11/4; 14/5; 14/5; 14/5; 3; 3; 31/10; 11/4; 14/5; 3; 27/10; 14/5; 29/10; 29/10; 14/5; 29/10; 58/19; 14/5; 3; 58/19; 63/20; 56/19; 31/10; 14/5; 31/10; ; ; 3; 
META; english/premier-league/leicester-v-stoke; 2017-03-27 16:15:40 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 1; 19/20; 1; 1; 19/20; 19/20; 19/20; 20/21; 19/20; 21/20; 28/29; 19/20; 1; 19/20; ; ; 1; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 23/10; 9/4; 11/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 12/5; 12/5; ; ; 12/5; 12/5
Stoke; 11/4; 14/5; 29/10; 14/5; 3; 3; 31/10; 11/4; 14/5; 3; 27/10; 3; 29/10; 29/10; 14/5; 29/10; 58/19; 14/5; 3; 58/19; 63/20; 56/19; 31/10; 14/5; 31/10; ; ; 3; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-27 20:15:38 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 1; 19/20; 1; 1; 19/20; 19/20; 19/20; 20/21; 19/20; 21/20; 28/29; 19/20; 1; 19/20; ; ; 1; 21/20
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 23/10; 9/4; 11/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 12/5; 12/5; ; ; 12/5; 12/5
Stoke; 11/4; 14/5; 29/10; 14/5; 3; 3; 31/10; 11/4; 14/5; 3; 27/10; 3; 29/10; 29/10; 14/5; 29/10; 58/19; 14/5; 3; 58/19; 63/20; 56/19; 31/10; 14/5; 31/10; ; ; 3; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-28 00:15:34 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 1; 19/20; 1; 1; 19/20; 19/20; 19/20; 20/21; 19/20; 21/20; 28/29; 19/20; 1; 19/20; ; ; 1; 21/20
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 23/10; 9/4; 11/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 12/5; 12/5; ; ; 12/5; 12/5
Stoke; 11/4; 14/5; 29/10; 14/5; 3; 3; 31/10; 11/4; 14/5; 3; 27/10; 3; 29/10; 29/10; 14/5; 29/10; 58/19; 14/5; 3; 58/19; 63/20; 56/19; 31/10; 14/5; 31/10; ; ; 3; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-28 04:15:27 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 1; 19/20; 1; 1; 19/20; 19/20; 19/20; 20/21; 19/20; 21/20; 28/29; 19/20; 1; 19/20; ; ; 1; 21/20
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 23/10; 9/4; 11/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 12/5; 12/5; ; ; 12/5; 12/5
Stoke; 11/4; 14/5; 14/5; 14/5; 3; 3; 31/10; 11/4; 14/5; 3; 27/10; 3; 29/10; 29/10; 14/5; 29/10; 58/19; 14/5; 3; 58/19; 63/20; 56/19; 31/10; 14/5; 31/10; ; ; 3; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-28 08:15:34 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 1; 19/20; 1; 1; 1; 19/20; 19/20; 20/21; 1; 21/20; 28/29; 19/20; 1; 19/20; ; ; 1; 21/20
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 23/10; 9/4; 11/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 12/5; 12/5; ; ; 12/5; 12/5
Stoke; 11/4; 14/5; 29/10; 14/5; 3; 3; 31/10; 11/4; 14/5; 3; 27/10; 3; 29/10; 29/10; 14/5; 14/5; 58/19; 14/5; 3; 29/10; 63/20; 56/19; 31/10; 14/5; 31/10; ; ; 3; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-28 08:30:00 GMT+3; 2017-04-02 14:00; e70300-dr003
Draw 1-1; 6; 13/2; 7; 7; 13/2; 11/2; 7; 13/2; 6; 13/2; 13/2; 6; 13/2; 13/2; 6; 13/2; 29/4; 25/4; 7; 29/4; ; 6; 7; 6; 7; ; 29/5; 26/5; 
Lyon 2-1; 15/2; 7; 8; 15/2; 7; 13/2; 15/2; 7; 15/2; 7; 7; 7; 7; 7; 7; 7; 8; 29/4; 15/2; 8; ; 73/10; 15/2; 15/2; 15/2; ; 32/5; 28/5; 
Lyon 1-0; 8; 15/2; 17/2; 8; 8; 7; 17/2; 15/2; 8; 8; 8; 15/2; 15/2; 8; 15/2; 15/2; 17/2; 31/4; 8; 17/2; ; 38/5; 8; 15/2; 8; ; 37/5; 32/5; 
Lyon 2-0; 17/2; 17/2; 10; 9; 9; 15/2; 19/2; 9; 17/2; 9; 9; 9; 9; 9; 8; 17/2; 37/4; 35/4; 19/2; 37/4; ; 41/5; 19/2; 8; 19/2; ; 41/5; 38/5; 
Lyon 3-1; 12; 11; 13; 12; 12; 11; 13; 12; 12; 12; 12; 11; 11; 12; 11; 11; 53/4; 12; 12; 53/4; ; 12; 12; 12; 12; ; 54/5; 51/5; 
Draw 2-2; 11; 11; 12; 14; 11; 10; 12; 11; 12; 11; 11; 11; 12; 11; 11; 11; 14; 12; 13; 14; ; 12; 13; 11; 13; ; 10; 58/5; 
Rennes 2-1; 14; 12; 13; 12; 12; 12; 13; 13; 12; 12; 12; 11; 12; 12; 11; 12; 13; 13; 13; 13; ; 13; 13; 12; 13; ; 54/5; 58/5; 
Draw 0-0; 12; 12; 15; 14; 12; 12; 19/2; 12; 14; 14; 14; 11; 9; 14; 12; 11; 39/4; 33/4; 23/2; 39/4; ; 14; 23/2; ; 23/2; ; 64/5; 58/5; 
Rennes 1-0; 14; 14; 14; 14; 14; 12; 15; 14; 14; 12; 14; 12; 12; 14; 12; 12; 27/2; 27/2; 15; 27/2; ; 13; 15; 14; 15; ; 64/5; 58/5; 
Lyon 3-0; 14; 12; 15; 14; 14; 12; 15; 14; 14; 14; 14; 14; 16; 14; 12; 12; 15; 14; 14; 15; ; 14; 14; 12; 14; ; 64/5; 73/5; 
Any Other Score; ; ; 17; ; ; ; ; 14; 22; ; ; ; ; ; ; ; ; 13; ; ; ; 16; ; ; ; ; ; ; 
Lyon 3-2; 20; 18; 20; 20; 18; 16; 19; 19; 22; 18; 18; 18; 18; 18; 18; 18; 22; 19; 19; 22; ; 23; 19; 20; 19; ; 83/5; 35/2; 
Rennes 2-0; 25; 22; 25; 22; 25; 20; 28; 25; 25; 22; 25; 22; 28; 25; 20; 22; 45/2; 25; 24; 45/2; ; 25; 24; 22; 24; ; 22; 25; 
Lyon 4-1; 25; 22; 25; 25; 22; 20; 28; 25; 25; 25; 25; 22; 22; 25; 20; 22; 103/4; 22; 22; 103/4; ; 27; 22; 25; 22; ; ; ; 
Lyon 4-0; 28; 25; 30; 28; 25; 25; 30; 30; 28; 28; 28; 25; 28; 28; 22; 25; 59/2; 25; 25; 59/2; ; 30; 25; 25; 25; ; ; ; 
Rennes 3-1; 33; 28; 30; 28; 28; 25; 30; 35; 33; 28; 28; 28; 28; 33; 25; 28; 59/2; 33; 32; 59/2; ; 36; 32; 33; 32; ; 28; 39; 
Rennes 3-2; 33; 28; 30; 33; 28; 25; 30; 30; 33; 28; 28; 28; 33; 28; 25; 28; 32; 33; 33; 32; ; 38; 33; 33; 33; ; 25; 37; 
Lyon 4-2; 40; 33; 40; 40; 33; 28; 45; 40; 40; 33; 40; 33; 33; 35; 33; 33; 157/4; 40; 37; 157/4; ; 48; 37; 40; 37; ; ; ; 
Draw 3-3; 40; 40; 40; 50; 40; 40; 45; 40; 50; 40; 40; 33; 45; 35; 33; 40; 177/4; 40; 45; 177/4; ; 50; 45; 40; 45; ; 29; 55; 
Lyon 5-1; 50; 50; ; 66; 50; 50; 60; 66; 66; 50; 55; 50; 60; 66; 50; 50; 211/4; ; 50; 211/4; ; ; 50; 50; 50; ; ; ; 
Rennes 3-0; 50; 50; 55; 50; 50; 50; 60; 70; 66; 50; 55; 40; 70; 66; 50; 50; 91/2; 66; 50; 91/2; ; 60; 50; 66; 50; ; 33/5; 79; 
Lyon 5-0; 50; 50; ; 80; 50; 50; 70; 80; 80; 66; 66; 50; 70; 80; 50; 50; 113/2; ; 55; 113/2; ; ; 55; 66; 55; ; ; ; 
Lyon 5-2; 66; 66; ; 100; 80; 80; 90; 100; ; 80; 80; 66; 90; 100; 80; 66; 279/4; ; 80; 279/4; ; ; 80; 100; 80; ; ; ; 
Lyon 4-3; 66; 66; 80; 80; 66; 80; 80; 80; ; 75; 70; 50; 80; 80; 80; 66; 137/2; 100; 80; 137/2; ; 120; 80; 100; 80; ; ; ; 
Rennes 4-1; 66; 66; 85; 80; 80; 80; 90; 100; 100; 80; 80; 66; 100; 100; 80; 66; 65; 125; 90; 65; ; 110; 90; 100; 90; ; ; ; 
Rennes 4-2; 80; 66; 85; 80; 80; 80; 90; 100; 100; 80; 80; 66; 100; 100; 80; 66; 135/2; 125; 100; 135/2; ; 120; 100; 100; 100; ; ; ; 
Rennes 4-3; 100; ; 110; 100; 100; 100; 110; 125; ; 100; 100; 80; 125; 100; 100; 80; 82; 150; 140; 82; ; 180; 140; 150; 140; ; ; ; 
Lyon 6-1; 100; ; ; 200; 125; 100; 150; 175; ; 125; 125; 80; 125; 150; 100; 100; 87; ; 120; 87; ; ; 120; 150; 120; ; ; ; 
Rennes 6-3; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Rennes 7-2; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw 4-4; 150; ; 175; 150; 150; 150; 175; 200; ; 150; 125; 100; 150; 150; 150; 125; ; 250; 250; ; ; 200; 250; 250; 250; ; ; ; 
Lyon 5-3; 150; ; ; ; 150; 150; 175; 200; ; 150; 125; 100; 150; 150; 150; 125; ; ; 180; ; ; ; 180; 250; 180; ; ; ; 
Lyon 6-0; 125; ; ; 200; 125; 150; 175; 250; 100; 150; 125; 100; 150; 200; 125; 100; 179/2; ; 140; 179/2; ; ; 140; 200; 140; ; ; ; 
Lyon 6-2; 150; ; ; 250; 150; 150; 200; ; ; 175; 150; 100; 125; 200; 200; 125; ; ; 200; ; ; ; 200; 250; 200; ; ; ; 
Rennes 4-0; 125; ; 150; 100; 125; 100; 150; 225; 100; 125; 125; 80; 150; 150; 125; 100; 82; 250; 150; 82; ; 200; 150; 200; 150; ; ; ; 
Lyon 7-2; ; ; ; ; 250; ; ; ; ; 350; 200; ; 175; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Rennes 5-2; 250; ; ; 250; 200; 250; 225; 425; ; 200; 150; 100; 175; 250; ; 150; ; ; 325; ; ; ; 325; 250; 325; ; ; ; 
Lyon 6-3; 450; ; ; ; 200; ; ; ; ; 275; 150; ; 175; 300; ; 150; ; ; ; ; ; ; ; ; ; ; ; ; 
Lyon 6-4; ; ; ; ; ; ; ; ; ; 450; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lyon 7-3; ; ; ; ; ; ; ; ; ; 475; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw 5-5; ; ; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lyon 10-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lyon 5-4; 500; ; ; ; 250; ; ; 475; ; 275; 150; ; 175; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Lyon 7-0; 400; ; ; 300; 300; ; 325; 500; ; 300; 200; ; 175; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lyon 7-1; 350; ; ; 300; 300; ; 325; 500; ; 275; 150; ; 175; 300; ; ; ; ; 375; ; ; ; 375; ; 375; ; ; ; 
Lyon 8-0; ; ; ; 500; 300; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lyon 8-1; ; ; ; ; 300; ; ; 500; ; 500; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lyon 9-0; ; ; ; ; 300; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Rennes 10-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Rennes 5-0; 450; ; ; 300; 250; ; 325; 500; 100; 300; 150; ; 175; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Rennes 5-1; 250; ; ; 250; 200; 250; 225; 500; 100; 200; 150; 100; 175; 250; ; 150; ; ; 300; ; ; ; 300; 250; 300; ; ; ; 
Rennes 5-3; 400; ; ; ; 250; ; 275; 500; ; 250; 150; ; 200; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Rennes 5-4; ; ; ; ; 250; ; ; 500; ; 350; 200; ; 200; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
