META; spain/la-liga-primera/real-madrid-v-villarreal; 2017-12-21 02:20:03 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 1/4; 2/9; 1/4; 13/50; 2/9; 2/9; 2/9; 1/4; 1/4; 1/4; 2/9; 1/5; 1/4; 1/4; 2/9; 2/9; 3/13; 2/9; 1/4; 1/4; 1/4; 1/4; 2/9; 3/13; ; 1/4; 1/4; 1/4
Draw; 11/2; 5; 11/2; 11/2; 31/5; 6; 6; 11/2; 6; 11/2; 6; 11/2; 13/2; 6; 11/2; 11/2; 11/2; 6; 11/2; 6; 23/4; 6; 6; 6; 6; ; 28/5; 28/5; 6
Villarreal; 10; 9; 10; 17/2; 11; 11; 19/2; 10; 17/2; 11; 10; 9; 10; 11; 9; 10; 9; 9; 9; 9; 17/2; 9; 11; 11; 37/4; ; 19/2; 48/5; 52/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-12 02:19:04 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; 1/4; 2/9; 1/4; 1/4; 2/9; 2/9; 2/9; 1/4; 1/4; 1/4; 2/9; 1/5; 1/4; 1/4; 1/4; 2/9; 4/17; 2/9; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4; ; 1/4; 1/4; 1/4
Draw; 11/2; 5; 11/2; 11/2; 33/5; 6; 6; 11/2; 6; 11/2; 11/2; 11/2; 13/2; 6; 11/2; 11/2; 11/2; 23/4; 11/2; 6; 23/4; 6; 6; 6; 29/5; ; 28/5; 28/5; 6
Villarreal; 9; 9; 10; 17/2; 11; 11; 19/2; 10; 17/2; 11; 10; 9; 10; 11; 9; 9; 9; 35/4; 9; 9; 17/2; 9; 11; 11; 9; ; 19/2; 46/5; 52/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-12 10:19:07 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; 1/4; 2/9; 1/4; 1/4; 2/9; 2/9; 2/9; 1/4; 2/9; 1/4; 2/9; 1/5; 1/4; 1/4; 1/4; 1/4; 4/17; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4; ; 1/4; 1/4; 1/4
Draw; 11/2; 5; 11/2; 11/2; 33/5; 6; 6; 11/2; 6; 11/2; 11/2; 11/2; 13/2; 6; 11/2; 11/2; 23/4; 11/2; 23/4; 6; 23/4; 6; 6; 6; 61/11; ; 29/5; 27/5; 29/5
Villarreal; 9; 9; 11; 17/2; 11; 11; 10; 10; 17/2; 11; 10; 9; 10; 11; 9; 9; 9; 19/2; 9; 9; 17/2; 9; 11; 11; 19/2; ; 54/5; 51/5; 52/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-12 14:19:21 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; 1/4; 1/4; 1/4; 29/100; 2/9; 2/9; 1/4; 1/4; 1/4; 1/4; 2/9; 1/5; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 5/19; ; 1/4; 1/4; 2/7
Draw; 11/2; 5; 11/2; 11/2; 57/10; 6; 11/2; 5; 6; 11/2; 11/2; 11/2; 13/2; 6; 11/2; 11/2; 23/4; 27/5; 23/4; 6; 23/4; 11/2; 6; 6; 60/11; ; 28/5; 28/5; 28/5
Villarreal; 9; 9; 10; 17/2; 10; 11; 19/2; 9; 17/2; 11; 10; 9; 10; 11; 9; 9; 9; 9; 9; 9; 17/2; 17/2; 11; 11; 9; ; 54/5; 53/5; 54/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-12 18:19:11 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; 1/4; 1/4; 1/4; 29/100; 1/4; 1/4; 1/4; 5/19; 1/4; 1/4; 1/4; 1/5; 1/4; 1/4; 1/4; 1/4; 5/19; 1/4; 5/19; 1/4; 1/4; 1/4; 2/9; 5/19; ; 1/4; 1/4; 3/10
Draw; 11/2; 5; 5; 5; 57/10; 11/2; 11/2; 5; 23/4; 11/2; 11/2; 5; 13/2; 11/2; 11/2; 11/2; 23/4; 53/10; 23/4; 29/5; 23/4; 11/2; 6; 6; 91/17; ; 28/5; 28/5; 6
Villarreal; 9; 9; 10; 10; 10; 10; 9; 9; 17/2; 10; 10; 9; 10; 10; 9; 9; 9; 35/4; 9; 9; 17/2; 8; 21/2; 11; 9; ; 10; 48/5; 19/2
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-12 22:19:14 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; 1/4; 1/4; 1/4; 29/100; 1/4; 1/4; 2/9; 3/11; 1/4; 1/4; 1/4; 1/5; 1/4; 1/4; 1/4; 1/4; 5/19; 1/4; 5/19; 3/11; 1/4; 1/4; 2/9; 5/19; ; 1/4; 1/4; 2/7
Draw; 11/2; 5; 5; 5; 57/10; 11/2; 11/2; 11/2; 27/5; 11/2; 11/2; 5; 13/2; 11/2; 11/2; 11/2; 23/4; 21/4; 23/4; 29/5; 21/4; 11/2; 11/2; 6; 53/10; ; 28/5; 28/5; 28/5
Villarreal; 9; 9; 10; 10; 10; 10; 9; 9; 17/2; 10; 10; 9; 10; 10; 9; 9; 9; 9; 9; 9; 17/2; 8; 21/2; 11; 9; ; 19/2; 46/5; 47/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-13 02:19:04 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; 1/4; 1/4; 1/4; 29/100; 1/4; 1/4; 2/9; 3/11; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 5/19; 1/4; 5/19; 3/11; 1/4; 1/4; 1/4; 3/11; ; 1/4; 2/7; 3/10
Draw; 11/2; 5; 5; 5; 59/10; 11/2; 11/2; 11/2; 27/5; 11/2; 11/2; 5; 11/2; 11/2; 11/2; 11/2; 23/4; 91/17; 23/4; 29/5; 21/4; 11/2; 11/2; 6; 27/5; ; 28/5; 28/5; 28/5
Villarreal; 9; 9; 10; 10; 19/2; 10; 17/2; 9; 17/2; 10; 10; 9; 9; 10; 9; 9; 9; 17/2; 9; 9; 17/2; 8; 21/2; 9; 35/4; ; 9; 43/5; 9
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-13 10:19:11 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 1/4; 2/9; 1/4; 1/4; 2/9; 1/5; 1/5; 2/9; 2/9; 1/4; 2/9; 2/9; 1/4; 2/9; 1/4; 2/9; 3/13; 2/9; 3/13; 2/9; 1/5; 1/4; 2/9; 3/13; ; 1/4; 1/4; 1/4
Draw; 6; 5; 11/2; 11/2; 33/5; 6; 6; 6; 6; 11/2; 6; 5; 6; 6; 6; 11/2; 6; 76/13; 6; 31/5; 6; 6; 13/2; 13/2; 59/10; ; 29/5; 29/5; 28/5
Villarreal; 10; 9; 11; 17/2; 11; 12; 10; 11; 21/2; 11; 10; 11; 10; 11; 10; 10; 10; 39/4; 10; 10; 21/2; 9; 8; 10; 39/4; ; 52/5; 48/5; 57/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-13 14:19:53 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 1/4; 2/9; 1/4; 13/50; 2/9; 2/9; 1/4; 4/17; 2/9; 1/4; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 3/13; 1/4; 4/17; 3/13; 1/4; 1/4; 2/9; 3/13; ; 1/4; 1/4; 1/4
Draw; 6; 5; 11/2; 11/2; 31/5; 6; 6; 5; 6; 11/2; 6; 11/2; 11/2; 6; 11/2; 11/2; 23/4; 76/13; 23/4; 61/10; 23/4; 6; 6; 13/2; 76/13; ; 6; 6; 32/5
Villarreal; 10; 9; 11; 17/2; 11; 12; 10; 10; 19/2; 11; 10; 10; 10; 11; 9; 10; 9; 39/4; 9; 10; 19/2; 9; 8; 10; 39/4; ; 54/5; 53/5; 57/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-13 18:19:16 GMT+2; 2018-01-13 15:15; In Play; Xlenovo
Real Madrid; 4/11; 4/11; 1/3; 4/11; 39/100; 4/11; 2/5; 2/5; 4/11; 4/11; 2/5; 3/10; 1/3; 4/11; 7/20; 4/11; 1/3; 3/8; 3/10; 3/8; ; ; 1/3; 2/5; 3/8; ; ; 2/5; 2/5
Draw; 10/3; 10/3; 3; 10/3; 17/5; 10/3; 7/2; 3; 17/5; 3; 10/3; 16/5; 3; 16/5; 16/5; 3; 7/2; 33/10; 15/4; 7/2; ; ; 7/2; 10/3; 57/17; ; ; 10/3; 7/2
Villarreal; 9; 9; 11; 9; 9; 9; 9; 9; 17/2; 10; 9; 8; 8; 10; 37/4; 9; 19/2; 33/4; 19/2; 44/5; ; ; 10; 9; 33/4; ; ; 48/5; 44/5
The Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 26/5; ; 
